instrument,group,shape,duration_bucket,horizon,n_signals,reversion_rate_pct,continuation_rate_pct,anti_rev_depth_z,time_to_turn_days,half_life_days,net_directional_bias_pct,low_n_flag
BF_M7M8M9,back-month-5,MB,early,5,0,,,,,,,
BF_M7M8M9,back-month-5,MB,early,10,0,,,,,,,
BF_M7M8M9,back-month-5,MB,early,20,0,,,,,,,
BF_M7M8M9,back-month-5,MB,mid,5,10,80.0,30.0,2.764,2.0,1.0,30.0,LOW-N
BF_M7M8M9,back-month-5,MB,mid,10,10,80.0,30.0,2.764,2.0,1.0,30.0,LOW-N
BF_M7M8M9,back-month-5,MB,mid,20,10,80.0,40.0,2.617,2.5,1.0,30.0,LOW-N
BF_M7M8M9,back-month-5,MB,established,5,0,,,,,,,
BF_M7M8M9,back-month-5,MB,established,10,0,,,,,,,
BF_M7M8M9,back-month-5,MB,established,20,0,,,,,,,
BF_M7M8M9,back-month-5,TB,early,5,0,,,,,,,
BF_M7M8M9,back-month-5,TB,early,10,0,,,,,,,
BF_M7M8M9,back-month-5,TB,early,20,0,,,,,,,
BF_M7M8M9,back-month-5,TB,mid,5,1,100.0,0.0,,,1.0,50.0,LOW-N
BF_M7M8M9,back-month-5,TB,mid,10,1,100.0,100.0,2.235,6.0,1.0,50.0,LOW-N
BF_M7M8M9,back-month-5,TB,mid,20,1,100.0,100.0,2.235,6.0,1.0,50.0,LOW-N
BF_M7M8M9,back-month-5,TB,established,5,2,100.0,50.0,2.235,2.0,2.0,50.0,LOW-N
BF_M7M8M9,back-month-5,TB,established,10,2,100.0,50.0,2.235,2.0,2.0,50.0,LOW-N
BF_M7M8M9,back-month-5,TB,established,20,2,100.0,100.0,2.506,19.0,2.0,50.0,LOW-N
BF_M7M8M9,back-month-5,C,early,5,1,0.0,0.0,,,,-50.0,LOW-N
BF_M7M8M9,back-month-5,C,early,10,1,0.0,0.0,,,,-50.0,LOW-N
BF_M7M8M9,back-month-5,C,early,20,1,100.0,0.0,,,4.0,50.0,LOW-N
BF_M7M8M9,back-month-5,C,mid,5,4,75.0,25.0,2.149,5.0,2.0,25.0,LOW-N
BF_M7M8M9,back-month-5,C,mid,10,4,75.0,50.0,2.291,7.0,2.0,25.0,LOW-N
BF_M7M8M9,back-month-5,C,mid,20,4,100.0,50.0,2.433,11.5,1.5,50.0,LOW-N
BF_M7M8M9,back-month-5,C,established,5,11,81.82,18.18,2.242,4.5,2.0,31.82,LOW-N
BF_M7M8M9,back-month-5,C,established,10,11,100.0,27.27,2.55,5.0,1.0,50.0,LOW-N
BF_M7M8M9,back-month-5,C,established,20,11,100.0,54.55,2.772,10.0,1.0,50.0,LOW-N
BF_M7M8M9,back-month-5,F,early,5,0,,,,,,,
BF_M7M8M9,back-month-5,F,early,10,0,,,,,,,
BF_M7M8M9,back-month-5,F,early,20,0,,,,,,,
BF_M7M8M9,back-month-5,F,mid,5,5,100.0,0.0,,,1.0,50.0,LOW-N
BF_M7M8M9,back-month-5,F,mid,10,5,100.0,0.0,,,1.0,50.0,LOW-N
BF_M7M8M9,back-month-5,F,mid,20,5,100.0,20.0,1.934,20.0,1.0,50.0,LOW-N
BF_M7M8M9,back-month-5,F,established,5,0,,,,,,,
BF_M7M8M9,back-month-5,F,established,10,0,,,,,,,
BF_M7M8M9,back-month-5,F,established,20,0,,,,,,,
M1-M3,2-month-gap-6,SB,early,5,38,15.79,31.58,2.577,2.5,3.5,-34.21,
M1-M3,2-month-gap-6,SB,early,10,38,52.63,39.47,2.706,3.0,4.0,2.63,
M1-M3,2-month-gap-6,SB,early,20,38,57.89,47.37,2.977,4.5,4.0,7.89,
M1-M3,2-month-gap-6,SB,mid,5,73,38.36,52.05,2.178,2.0,2.0,-11.64,
M1-M3,2-month-gap-6,SB,mid,10,73,49.32,63.01,2.327,3.0,3.0,-0.68,
M1-M3,2-month-gap-6,SB,mid,20,73,72.6,68.49,2.906,7.5,3.0,22.6,
M1-M3,2-month-gap-6,SB,established,5,41,21.95,46.34,2.774,2.0,2.0,-28.05,
M1-M3,2-month-gap-6,SB,established,10,41,43.9,51.22,2.841,3.0,4.5,-6.1,
M1-M3,2-month-gap-6,SB,established,20,41,56.1,60.98,3.059,5.0,4.0,6.1,
M1-M3,2-month-gap-6,MB,early,5,22,0.0,9.09,2.916,3.0,,-50.0,
M1-M3,2-month-gap-6,MB,early,10,22,22.73,9.09,2.916,3.0,5.0,-27.27,
M1-M3,2-month-gap-6,MB,early,20,22,86.36,40.91,3.692,16.0,7.0,36.36,
M1-M3,2-month-gap-6,MB,mid,5,14,14.29,42.86,2.378,2.5,1.0,-35.71,LOW-N
M1-M3,2-month-gap-6,MB,mid,10,14,14.29,50.0,2.46,4.0,1.0,-35.71,LOW-N
M1-M3,2-month-gap-6,MB,mid,20,14,42.86,50.0,2.466,5.0,1.5,-7.14,LOW-N
M1-M3,2-month-gap-6,MB,established,5,6,0.0,66.67,2.547,1.5,,-50.0,LOW-N
M1-M3,2-month-gap-6,MB,established,10,6,50.0,66.67,2.547,1.5,3.0,0.0,LOW-N
M1-M3,2-month-gap-6,MB,established,20,6,83.33,83.33,2.435,2.0,7.0,33.33,LOW-N
M1-M3,2-month-gap-6,TB,early,5,7,28.57,14.29,3.906,5.0,2.0,-21.43,LOW-N
M1-M3,2-month-gap-6,TB,early,10,7,57.14,42.86,3.906,6.0,2.5,7.14,LOW-N
M1-M3,2-month-gap-6,TB,early,20,7,71.43,57.14,3.643,6.5,3.0,21.43,LOW-N
M1-M3,2-month-gap-6,TB,mid,5,17,35.29,35.29,2.39,1.0,2.0,-14.71,LOW-N
M1-M3,2-month-gap-6,TB,mid,10,17,35.29,35.29,2.547,1.5,2.0,-14.71,LOW-N
M1-M3,2-month-gap-6,TB,mid,20,17,100.0,52.94,2.632,6.0,14.0,50.0,LOW-N
M1-M3,2-month-gap-6,TB,established,5,3,0.0,66.67,2.499,2.0,,-50.0,LOW-N
M1-M3,2-month-gap-6,TB,established,10,3,0.0,66.67,2.499,2.0,,-50.0,LOW-N
M1-M3,2-month-gap-6,TB,established,20,3,100.0,66.67,2.499,2.0,10.0,50.0,LOW-N
M1-M3,2-month-gap-6,C,early,5,4,25.0,0.0,,,3.0,-25.0,LOW-N
M1-M3,2-month-gap-6,C,early,10,4,50.0,25.0,1.929,6.0,6.0,0.0,LOW-N
M1-M3,2-month-gap-6,C,early,20,4,100.0,25.0,2.771,14.0,11.0,50.0,LOW-N
M1-M3,2-month-gap-6,C,mid,5,31,48.39,45.16,2.416,2.0,2.0,-1.61,
M1-M3,2-month-gap-6,C,mid,10,31,64.52,61.29,2.491,6.0,2.0,14.52,
M1-M3,2-month-gap-6,C,mid,20,30,93.33,76.67,2.861,16.0,2.0,43.33,
M1-M3,2-month-gap-6,C,established,5,140,30.0,49.29,2.556,2.0,2.0,-20.0,
M1-M3,2-month-gap-6,C,established,10,139,53.24,61.15,2.722,4.0,3.0,3.24,
M1-M3,2-month-gap-6,C,established,20,138,84.78,67.39,2.786,5.0,5.0,34.78,
M1-M3,2-month-gap-6,F,early,5,15,33.33,33.33,2.358,4.0,1.0,-16.67,LOW-N
M1-M3,2-month-gap-6,F,early,10,15,60.0,40.0,2.649,5.5,2.0,10.0,LOW-N
M1-M3,2-month-gap-6,F,early,20,15,86.67,53.33,2.722,8.5,7.0,36.67,LOW-N
M1-M3,2-month-gap-6,F,mid,5,13,38.46,38.46,2.204,2.0,1.0,-11.54,LOW-N
M1-M3,2-month-gap-6,F,mid,10,13,38.46,53.85,2.113,3.0,1.0,-11.54,LOW-N
M1-M3,2-month-gap-6,F,mid,20,13,76.92,53.85,2.14,3.0,2.5,26.92,LOW-N
M1-M3,2-month-gap-6,F,established,5,0,,,,,,,
M1-M3,2-month-gap-6,F,established,10,0,,,,,,,
M1-M3,2-month-gap-6,F,established,20,0,,,,,,,
M2-M4,2-month-gap-6,SB,early,5,43,6.98,23.26,2.706,3.5,4.0,-43.02,
M2-M4,2-month-gap-6,SB,early,10,43,23.26,34.88,2.707,5.0,6.0,-26.74,
M2-M4,2-month-gap-6,SB,early,20,43,55.81,44.19,2.694,8.0,9.5,5.81,
M2-M4,2-month-gap-6,SB,mid,5,77,36.36,41.56,2.12,1.0,3.0,-13.64,
M2-M4,2-month-gap-6,SB,mid,10,77,45.45,53.25,2.194,2.0,3.0,-4.55,
M2-M4,2-month-gap-6,SB,mid,20,77,62.34,64.94,2.847,10.0,3.0,12.34,
M2-M4,2-month-gap-6,SB,established,5,34,11.76,38.24,2.64,2.0,1.0,-38.24,
M2-M4,2-month-gap-6,SB,established,10,34,23.53,47.06,3.163,5.5,2.0,-26.47,
M2-M4,2-month-gap-6,SB,established,20,34,52.94,50.0,3.235,6.0,2.0,2.94,
M2-M4,2-month-gap-6,MB,early,5,17,5.88,5.88,2.693,1.0,1.0,-44.12,LOW-N
M2-M4,2-month-gap-6,MB,early,10,17,29.41,5.88,2.693,1.0,9.0,-20.59,LOW-N
M2-M4,2-month-gap-6,MB,early,20,17,52.94,58.82,3.213,16.0,10.0,2.94,LOW-N
M2-M4,2-month-gap-6,MB,mid,5,10,40.0,20.0,2.083,1.0,2.0,-10.0,LOW-N
M2-M4,2-month-gap-6,MB,mid,10,10,40.0,30.0,2.313,9.0,2.0,-10.0,LOW-N
M2-M4,2-month-gap-6,MB,mid,20,10,50.0,40.0,2.891,12.5,2.0,0.0,LOW-N
M2-M4,2-month-gap-6,MB,established,5,2,0.0,0.0,,,,-50.0,LOW-N
M2-M4,2-month-gap-6,MB,established,10,2,0.0,0.0,,,,-50.0,LOW-N
M2-M4,2-month-gap-6,MB,established,20,2,100.0,0.0,,,15.5,50.0,LOW-N
M2-M4,2-month-gap-6,TB,early,5,7,42.86,14.29,3.705,5.0,3.0,-7.14,LOW-N
M2-M4,2-month-gap-6,TB,early,10,7,42.86,42.86,3.705,6.0,3.0,-7.14,LOW-N
M2-M4,2-month-gap-6,TB,early,20,7,71.43,42.86,3.705,6.0,3.0,21.43,LOW-N
M2-M4,2-month-gap-6,TB,mid,5,13,23.08,46.15,2.351,2.0,2.0,-26.92,LOW-N
M2-M4,2-month-gap-6,TB,mid,10,13,30.77,46.15,2.755,2.0,2.5,-19.23,LOW-N
M2-M4,2-month-gap-6,TB,mid,20,13,100.0,69.23,2.656,9.0,14.0,50.0,LOW-N
M2-M4,2-month-gap-6,TB,established,5,4,0.0,75.0,2.971,3.0,,-50.0,LOW-N
M2-M4,2-month-gap-6,TB,established,10,4,50.0,75.0,2.971,3.0,9.5,0.0,LOW-N
M2-M4,2-month-gap-6,TB,established,20,4,100.0,75.0,2.971,3.0,11.0,50.0,LOW-N
M2-M4,2-month-gap-6,C,early,5,10,20.0,20.0,2.127,1.0,2.5,-30.0,LOW-N
M2-M4,2-month-gap-6,C,early,10,10,70.0,30.0,2.151,1.0,8.0,20.0,LOW-N
M2-M4,2-month-gap-6,C,early,20,10,90.0,50.0,2.269,9.0,8.0,40.0,LOW-N
M2-M4,2-month-gap-6,C,mid,5,32,50.0,43.75,2.213,1.0,2.0,0.0,
M2-M4,2-month-gap-6,C,mid,10,32,71.88,53.12,2.31,1.0,2.0,21.88,
M2-M4,2-month-gap-6,C,mid,20,32,87.5,53.12,2.32,1.0,2.5,37.5,
M2-M4,2-month-gap-6,C,established,5,179,15.64,51.4,2.564,2.0,3.0,-34.36,
M2-M4,2-month-gap-6,C,established,10,178,35.39,57.87,2.597,3.0,4.0,-14.61,
M2-M4,2-month-gap-6,C,established,20,176,50.57,63.64,2.643,4.0,6.0,0.57,
M2-M4,2-month-gap-6,F,early,5,13,7.69,15.38,3.313,4.5,1.0,-42.31,LOW-N
M2-M4,2-month-gap-6,F,early,10,13,7.69,30.77,2.519,5.5,1.0,-42.31,LOW-N
M2-M4,2-month-gap-6,F,early,20,13,23.08,46.15,2.573,8.5,17.0,-26.92,LOW-N
M2-M4,2-month-gap-6,F,mid,5,14,14.29,35.71,2.399,2.0,1.5,-35.71,LOW-N
M2-M4,2-month-gap-6,F,mid,10,14,21.43,42.86,2.349,2.5,2.0,-28.57,LOW-N
M2-M4,2-month-gap-6,F,mid,20,14,35.71,57.14,2.477,13.5,9.0,-14.29,LOW-N
M2-M4,2-month-gap-6,F,established,5,0,,,,,,,
M2-M4,2-month-gap-6,F,established,10,0,,,,,,,
M2-M4,2-month-gap-6,F,established,20,0,,,,,,,
M3-M5,2-month-gap-6,SB,early,5,40,12.5,32.5,3.004,2.0,3.0,-37.5,
M3-M5,2-month-gap-6,SB,early,10,40,30.0,42.5,2.944,4.0,5.5,-20.0,
M3-M5,2-month-gap-6,SB,early,20,40,62.5,47.5,2.915,4.0,9.0,12.5,
M3-M5,2-month-gap-6,SB,mid,5,57,38.6,40.35,2.21,2.0,2.0,-11.4,
M3-M5,2-month-gap-6,SB,mid,10,57,56.14,45.61,2.257,3.0,3.0,6.14,
M3-M5,2-month-gap-6,SB,mid,20,57,85.96,54.39,2.601,9.0,4.0,35.96,
M3-M5,2-month-gap-6,SB,established,5,46,19.57,47.83,2.399,2.5,2.0,-30.43,
M3-M5,2-month-gap-6,SB,established,10,46,26.09,56.52,2.511,3.0,2.5,-23.91,
M3-M5,2-month-gap-6,SB,established,20,46,39.13,63.04,2.784,5.0,3.0,-10.87,
M3-M5,2-month-gap-6,MB,early,5,25,0.0,8.0,2.902,1.0,,-50.0,
M3-M5,2-month-gap-6,MB,early,10,25,32.0,20.0,2.156,7.0,8.0,-18.0,
M3-M5,2-month-gap-6,MB,early,20,25,48.0,48.0,2.842,13.5,9.0,-2.0,
M3-M5,2-month-gap-6,MB,mid,5,8,12.5,12.5,1.877,1.0,1.0,-37.5,LOW-N
M3-M5,2-month-gap-6,MB,mid,10,8,12.5,25.0,1.877,4.5,1.0,-37.5,LOW-N
M3-M5,2-month-gap-6,MB,mid,20,8,37.5,37.5,1.855,8.0,1.0,-12.5,LOW-N
M3-M5,2-month-gap-6,MB,established,5,0,,,,,,,
M3-M5,2-month-gap-6,MB,established,10,0,,,,,,,
M3-M5,2-month-gap-6,MB,established,20,0,,,,,,,
M3-M5,2-month-gap-6,TB,early,5,6,16.67,16.67,2.624,2.0,1.0,-33.33,LOW-N
M3-M5,2-month-gap-6,TB,early,10,6,16.67,16.67,2.624,2.0,1.0,-33.33,LOW-N
M3-M5,2-month-gap-6,TB,early,20,6,33.33,33.33,2.25,10.5,1.0,-16.67,LOW-N
M3-M5,2-month-gap-6,TB,mid,5,9,22.22,22.22,2.657,1.0,1.0,-27.78,LOW-N
M3-M5,2-month-gap-6,TB,mid,10,9,22.22,22.22,2.657,1.0,1.0,-27.78,LOW-N
M3-M5,2-month-gap-6,TB,mid,20,9,66.67,33.33,2.363,1.0,8.5,16.67,LOW-N
M3-M5,2-month-gap-6,TB,established,5,1,0.0,0.0,,,,-50.0,LOW-N
M3-M5,2-month-gap-6,TB,established,10,1,100.0,0.0,,,9.0,50.0,LOW-N
M3-M5,2-month-gap-6,TB,established,20,1,100.0,0.0,,,9.0,50.0,LOW-N
M3-M5,2-month-gap-6,C,early,5,15,13.33,33.33,2.342,1.0,1.5,-36.67,LOW-N
M3-M5,2-month-gap-6,C,early,10,15,66.67,40.0,2.398,2.5,6.5,16.67,LOW-N
M3-M5,2-month-gap-6,C,early,20,15,100.0,46.67,2.349,4.0,6.0,50.0,LOW-N
M3-M5,2-month-gap-6,C,mid,5,33,33.33,42.42,2.206,2.5,3.0,-16.67,
M3-M5,2-month-gap-6,C,mid,10,33,60.61,51.52,2.166,3.0,3.0,10.61,
M3-M5,2-month-gap-6,C,mid,20,31,87.1,61.29,2.426,5.0,4.0,37.1,
M3-M5,2-month-gap-6,C,established,5,188,7.98,51.06,2.408,2.0,2.0,-42.02,
M3-M5,2-month-gap-6,C,established,10,188,22.87,59.04,2.595,4.0,4.0,-27.13,
M3-M5,2-month-gap-6,C,established,20,185,41.08,69.73,2.687,7.0,7.0,-8.92,
M3-M5,2-month-gap-6,F,early,5,12,41.67,16.67,2.524,1.5,2.0,-8.33,LOW-N
M3-M5,2-month-gap-6,F,early,10,12,50.0,16.67,2.524,1.5,2.5,0.0,LOW-N
M3-M5,2-month-gap-6,F,early,20,12,75.0,66.67,2.561,15.5,3.0,25.0,LOW-N
M3-M5,2-month-gap-6,F,mid,5,9,33.33,33.33,2.231,1.0,2.0,-16.67,LOW-N
M3-M5,2-month-gap-6,F,mid,10,9,33.33,44.44,2.194,1.5,2.0,-16.67,LOW-N
M3-M5,2-month-gap-6,F,mid,20,9,77.78,44.44,2.194,1.5,15.0,27.78,LOW-N
M3-M5,2-month-gap-6,F,established,5,0,,,,,,,
M3-M5,2-month-gap-6,F,established,10,0,,,,,,,
M3-M5,2-month-gap-6,F,established,20,0,,,,,,,
M4-M6,2-month-gap-6,SB,early,5,34,14.71,26.47,3.024,2.0,1.0,-35.29,
M4-M6,2-month-gap-6,SB,early,10,34,35.29,32.35,2.943,3.0,3.5,-14.71,
M4-M6,2-month-gap-6,SB,early,20,34,67.65,38.24,2.96,3.0,6.0,17.65,
M4-M6,2-month-gap-6,SB,mid,5,40,37.5,37.5,2.409,3.0,2.0,-12.5,
M4-M6,2-month-gap-6,SB,mid,10,40,65.0,42.5,2.449,3.0,2.0,15.0,
M4-M6,2-month-gap-6,SB,mid,20,40,85.0,55.0,2.826,8.5,3.5,35.0,
M4-M6,2-month-gap-6,SB,established,5,51,29.41,49.02,2.722,2.0,2.0,-20.59,
M4-M6,2-month-gap-6,SB,established,10,51,39.22,52.94,2.859,3.0,3.0,-10.78,
M4-M6,2-month-gap-6,SB,established,20,51,47.06,62.75,2.902,5.5,3.0,-2.94,
M4-M6,2-month-gap-6,MB,early,5,25,16.0,4.0,4.126,5.0,3.5,-34.0,
M4-M6,2-month-gap-6,MB,early,10,25,28.0,4.0,4.126,5.0,4.0,-22.0,
M4-M6,2-month-gap-6,MB,early,20,25,64.0,24.0,3.069,16.5,8.5,14.0,
M4-M6,2-month-gap-6,MB,mid,5,13,38.46,38.46,1.94,2.0,2.0,-11.54,LOW-N
M4-M6,2-month-gap-6,MB,mid,10,13,38.46,38.46,1.94,2.0,2.0,-11.54,LOW-N
M4-M6,2-month-gap-6,MB,mid,20,13,46.15,46.15,2.217,2.5,2.0,-3.85,LOW-N
M4-M6,2-month-gap-6,MB,established,5,0,,,,,,,
M4-M6,2-month-gap-6,MB,established,10,0,,,,,,,
M4-M6,2-month-gap-6,MB,established,20,0,,,,,,,
M4-M6,2-month-gap-6,TB,early,5,8,25.0,25.0,2.95,3.5,2.5,-25.0,LOW-N
M4-M6,2-month-gap-6,TB,early,10,8,50.0,50.0,2.95,5.0,5.0,0.0,LOW-N
M4-M6,2-month-gap-6,TB,early,20,8,50.0,50.0,2.95,5.0,5.0,0.0,LOW-N
M4-M6,2-month-gap-6,TB,mid,5,10,10.0,40.0,2.257,1.5,3.0,-40.0,LOW-N
M4-M6,2-month-gap-6,TB,mid,10,10,10.0,50.0,2.269,2.0,3.0,-40.0,LOW-N
M4-M6,2-month-gap-6,TB,mid,20,10,70.0,60.0,2.257,2.0,14.0,20.0,LOW-N
M4-M6,2-month-gap-6,TB,established,5,2,0.0,0.0,,,,-50.0,LOW-N
M4-M6,2-month-gap-6,TB,established,10,2,0.0,0.0,,,,-50.0,LOW-N
M4-M6,2-month-gap-6,TB,established,20,2,100.0,0.0,,,2.0,50.0,LOW-N
M4-M6,2-month-gap-6,C,early,5,11,27.27,18.18,2.452,1.0,2.0,-22.73,LOW-N
M4-M6,2-month-gap-6,C,early,10,11,90.91,18.18,2.452,1.0,4.0,40.91,LOW-N
M4-M6,2-month-gap-6,C,early,20,11,100.0,18.18,2.452,1.0,5.0,50.0,LOW-N
M4-M6,2-month-gap-6,C,mid,5,27,44.44,33.33,2.153,1.0,2.0,-5.56,
M4-M6,2-month-gap-6,C,mid,10,27,74.07,44.44,2.153,2.5,3.5,24.07,
M4-M6,2-month-gap-6,C,mid,20,26,92.31,61.54,2.558,13.5,4.0,42.31,
M4-M6,2-month-gap-6,C,established,5,179,13.41,49.16,2.325,2.0,3.0,-36.59,
M4-M6,2-month-gap-6,C,established,10,179,27.37,55.87,2.392,3.0,4.0,-22.63,
M4-M6,2-month-gap-6,C,established,20,178,42.7,65.73,2.42,4.0,6.0,-7.3,
M4-M6,2-month-gap-6,F,early,5,11,27.27,18.18,2.504,1.0,4.0,-22.73,LOW-N
M4-M6,2-month-gap-6,F,early,10,11,45.45,18.18,2.504,1.0,4.0,-4.55,LOW-N
M4-M6,2-month-gap-6,F,early,20,11,72.73,54.55,2.754,15.5,3.5,22.73,LOW-N
M4-M6,2-month-gap-6,F,mid,5,15,26.67,40.0,2.002,1.0,2.0,-23.33,LOW-N
M4-M6,2-month-gap-6,F,mid,10,15,26.67,40.0,2.002,1.0,2.0,-23.33,LOW-N
M4-M6,2-month-gap-6,F,mid,20,15,46.67,53.33,2.262,3.5,3.0,-3.33,LOW-N
M4-M6,2-month-gap-6,F,established,5,0,,,,,,,
M4-M6,2-month-gap-6,F,established,10,0,,,,,,,
M4-M6,2-month-gap-6,F,established,20,0,,,,,,,
M5-M7,2-month-gap-6,SB,early,5,7,57.14,14.29,1.791,5.0,1.0,7.14,LOW-N
M5-M7,2-month-gap-6,SB,early,10,7,57.14,28.57,2.11,8.0,1.0,7.14,LOW-N
M5-M7,2-month-gap-6,SB,early,20,7,100.0,57.14,2.032,11.0,3.0,50.0,LOW-N
M5-M7,2-month-gap-6,SB,mid,5,48,29.17,29.17,2.198,1.0,2.0,-20.83,
M5-M7,2-month-gap-6,SB,mid,10,48,43.75,39.58,2.236,2.0,2.0,-6.25,
M5-M7,2-month-gap-6,SB,mid,20,48,83.33,60.42,2.159,7.0,3.0,33.33,
M5-M7,2-month-gap-6,SB,established,5,79,15.19,49.37,2.472,2.0,3.0,-34.81,
M5-M7,2-month-gap-6,SB,established,10,79,30.38,53.16,2.531,3.0,4.0,-19.62,
M5-M7,2-month-gap-6,SB,established,20,79,45.57,60.76,2.577,5.0,4.0,-4.43,
M5-M7,2-month-gap-6,MB,early,5,2,0.0,50.0,1.78,5.0,,-50.0,LOW-N
M5-M7,2-month-gap-6,MB,early,10,2,100.0,100.0,1.78,5.5,2.5,50.0,LOW-N
M5-M7,2-month-gap-6,MB,early,20,2,100.0,100.0,1.78,5.5,2.5,50.0,LOW-N
M5-M7,2-month-gap-6,MB,mid,5,12,41.67,25.0,1.858,2.0,1.0,-8.33,LOW-N
M5-M7,2-month-gap-6,MB,mid,10,12,75.0,25.0,1.858,2.0,3.0,25.0,LOW-N
M5-M7,2-month-gap-6,MB,mid,20,12,100.0,50.0,2.218,7.0,3.5,50.0,LOW-N
M5-M7,2-month-gap-6,MB,established,5,0,,,,,,,
M5-M7,2-month-gap-6,MB,established,10,0,,,,,,,
M5-M7,2-month-gap-6,MB,established,20,0,,,,,,,
M5-M7,2-month-gap-6,TB,early,5,0,,,,,,,
M5-M7,2-month-gap-6,TB,early,10,0,,,,,,,
M5-M7,2-month-gap-6,TB,early,20,0,,,,,,,
M5-M7,2-month-gap-6,TB,mid,5,2,100.0,0.0,,,2.5,50.0,LOW-N
M5-M7,2-month-gap-6,TB,mid,10,2,100.0,50.0,2.323,9.0,2.5,50.0,LOW-N
M5-M7,2-month-gap-6,TB,mid,20,2,100.0,50.0,2.323,9.0,2.5,50.0,LOW-N
M5-M7,2-month-gap-6,TB,established,5,4,0.0,25.0,1.684,2.0,,-50.0,LOW-N
M5-M7,2-month-gap-6,TB,established,10,4,0.0,50.0,1.758,5.5,,-50.0,LOW-N
M5-M7,2-month-gap-6,TB,established,20,4,100.0,50.0,1.831,10.0,13.5,50.0,LOW-N
M5-M7,2-month-gap-6,C,early,5,2,50.0,50.0,1.953,2.0,3.0,0.0,LOW-N
M5-M7,2-month-gap-6,C,early,10,2,100.0,50.0,1.953,2.0,4.0,50.0,LOW-N
M5-M7,2-month-gap-6,C,early,20,2,100.0,50.0,1.953,2.0,4.0,50.0,LOW-N
M5-M7,2-month-gap-6,C,mid,5,9,11.11,33.33,2.057,2.0,3.0,-38.89,LOW-N
M5-M7,2-month-gap-6,C,mid,10,9,88.89,44.44,2.048,2.0,4.0,38.89,LOW-N
M5-M7,2-month-gap-6,C,mid,20,9,100.0,55.56,2.183,14.0,5.0,50.0,LOW-N
M5-M7,2-month-gap-6,C,established,5,33,21.21,48.48,2.798,2.0,2.0,-28.79,
M5-M7,2-month-gap-6,C,established,10,33,24.24,51.52,2.94,2.0,2.0,-25.76,
M5-M7,2-month-gap-6,C,established,20,33,45.45,69.7,2.793,3.0,5.0,-4.55,
M5-M7,2-month-gap-6,F,early,5,7,0.0,14.29,1.596,1.0,,-50.0,LOW-N
M5-M7,2-month-gap-6,F,early,10,7,71.43,14.29,1.596,1.0,4.0,21.43,LOW-N
M5-M7,2-month-gap-6,F,early,20,7,71.43,42.86,1.635,17.0,4.0,21.43,LOW-N
M5-M7,2-month-gap-6,F,mid,5,9,44.44,33.33,2.241,2.0,1.5,-5.56,LOW-N
M5-M7,2-month-gap-6,F,mid,10,9,44.44,33.33,2.241,2.0,1.5,-5.56,LOW-N
M5-M7,2-month-gap-6,F,mid,20,9,55.56,44.44,2.11,3.0,2.0,5.56,LOW-N
M5-M7,2-month-gap-6,F,established,5,0,,,,,,,
M5-M7,2-month-gap-6,F,established,10,0,,,,,,,
M5-M7,2-month-gap-6,F,established,20,0,,,,,,,
M6-M8,2-month-gap-6,SB,early,5,4,75.0,25.0,2.12,2.0,1.0,25.0,LOW-N
M6-M8,2-month-gap-6,SB,early,10,4,75.0,50.0,2.036,5.0,1.0,25.0,LOW-N
M6-M8,2-month-gap-6,SB,early,20,4,100.0,100.0,2.259,15.5,1.0,50.0,LOW-N
M6-M8,2-month-gap-6,SB,mid,5,52,25.0,42.31,2.29,1.0,3.0,-25.0,
M6-M8,2-month-gap-6,SB,mid,10,52,42.31,50.0,2.352,2.5,2.5,-7.69,
M6-M8,2-month-gap-6,SB,mid,20,52,75.0,65.38,2.33,5.5,4.0,25.0,
M6-M8,2-month-gap-6,SB,established,5,91,6.59,51.65,2.498,3.0,1.5,-43.41,
M6-M8,2-month-gap-6,SB,established,10,91,24.18,54.95,2.576,3.0,4.0,-25.82,
M6-M8,2-month-gap-6,SB,established,20,91,57.14,60.44,2.627,4.0,7.0,7.14,
M6-M8,2-month-gap-6,MB,early,5,1,100.0,0.0,,,5.0,50.0,LOW-N
M6-M8,2-month-gap-6,MB,early,10,1,100.0,100.0,1.709,6.0,5.0,50.0,LOW-N
M6-M8,2-month-gap-6,MB,early,20,1,100.0,100.0,1.735,20.0,5.0,50.0,LOW-N
M6-M8,2-month-gap-6,MB,mid,5,11,54.55,18.18,1.777,1.0,1.5,4.55,LOW-N
M6-M8,2-month-gap-6,MB,mid,10,11,54.55,27.27,1.961,1.0,1.5,4.55,LOW-N
M6-M8,2-month-gap-6,MB,mid,20,11,63.64,54.55,2.1,11.5,2.0,13.64,LOW-N
M6-M8,2-month-gap-6,MB,established,5,2,50.0,0.0,,,2.0,0.0,LOW-N
M6-M8,2-month-gap-6,MB,established,10,2,50.0,0.0,,,2.0,0.0,LOW-N
M6-M8,2-month-gap-6,MB,established,20,2,100.0,50.0,2.491,11.0,8.0,50.0,LOW-N
M6-M8,2-month-gap-6,TB,early,5,0,,,,,,,
M6-M8,2-month-gap-6,TB,early,10,0,,,,,,,
M6-M8,2-month-gap-6,TB,early,20,0,,,,,,,
M6-M8,2-month-gap-6,TB,mid,5,1,100.0,0.0,,,2.0,50.0,LOW-N
M6-M8,2-month-gap-6,TB,mid,10,1,100.0,0.0,,,2.0,50.0,LOW-N
M6-M8,2-month-gap-6,TB,mid,20,1,100.0,0.0,,,2.0,50.0,LOW-N
